DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P3272;P3273S1;P3273S2;P3273S4;P3273S5;P3273S6;P3274;P3275S1;P3275S2;P3275S4;P3275S5;P3275S6;P3275S7;P3275S8;P3275S9;P3275S10;P3276;P3277S1;P3277S2;P3277S3;P3277S4;P3277S5;P3277S6;P3277S7;P3277S8;P3277S9;P3277S10;P3277S11;P3277S12;P3277S13;P3278;P3279S1;P3279S2;P3279S3;P3279S4;P3279S5;P3279S6;P3280S1;P3280S2;P3280S3;P3280S4;P3280S5;P3280S6;P3280S7;P3280S8;P3280S9;P3280S10;P3280S11;P3281;P3282;P3283S1;P3283S2;P3283S3;P3283S4;P3283S5;P3283S6;P3283S7;P3283S8;P3283S9;P3283S10;P3283S11;P3283S12;P3283S13;P3284S1;P3284S2;P3284S3;P3284S4;P3284S5;P3285;P3286;P3287S1;P3287S2;P3287S3;P3287S4;P3504;P3288;P3289;P3290;P3291;P3291S1;P3292S1;P3292S2;P3292S3;P3292S4;P3292S5;P3292S6;P3292S7;P3292S8;P3292S9;P3292S10;P3292S11;P3293S1;P3293S2;P3293S3;P3293S4;P3293S5;P3293S6;P3293S7;P3293S8;P3293S9;P3294S1;P3294S2;P3294S3;P3294S4;P3294S5;P3294S6;P3294S7;P3294S8;P3294S9;P3294S10;P3294S11;P3294S12;P3295;P3296;P3297;P3298;P3299;P3300;P3301
634434;237;4;1;4;65.168716177;1;1;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;2;2;;;;;;;;;;;;2;;;;;;;;;;2;;1;;;;;;;;;;;2;;;;;;5
634455;237;1;1;1;74.318501536;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;12;7;;600000;600000;;;;;;;;;;;9;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
634477;237;1;1;1;106.02970687;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;3
634477;237;2;1;2;106.02970687;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;2;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
634703;237;1;1;1;48.770108609;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;12;8;;190000;190000;1;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
634775;237;1;1;1;278.47695993;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;12;1;;3500000;3500000;;;;1;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;;2;;;;;;11
634777;237;1;1;1;358.3567198;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;12;7;;1500000;1500000;;;1;1;;;;;;;;;;;;;;;;2;1;;;;;;;1;;;;;2;;;;;;7
634786;237;1;1;1;358.16307878;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;6;1;;1500000;1500000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;1;4;;2;;;
634820;237;1;1;1;443.95385453;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;9;5;;9000000;9000000;;;;1;;;;;;;;1;;1;;;;1;;;;;;;;;;;;;2;;1;1;1;4;2;4;
634828;237;2;1;2;452.62970698;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;3;3;;400000;400000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;1;;;;;2;;;;;;6
634831;237;1;1;1;438.20930548;1;1;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;7;2;;;1;1;1;1;1;1;;;;;;1;;;;;;;;;;1;;;;;;;;;;;2;;;;;;8
634964;237;1;1;1;559.19798185;2;;;;;;;;;;;;;;;;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;1;;;;;;;;;;2;;;;;;3
635141;237;4;1;4;28.342640791;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;11;1;;100000;100000;1;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;1;2;1;4;1;;
635162;237;1;1;1;39.271867014;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;1;200000;200000;1;;;1;1;1;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;4
635329;237;1;1;1;41.579512928;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
635338;237;1;1;1;35.246445991;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;12;4;;10000000;10000000;;;1;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;2;;;;;;3
635347;237;1;1;1;123.16619585;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;6;1;;4000000;4000000;;1;1;1;1;1;;;;;;;;;;;;;;2;1;;;;1;1;;;;;;;1;4;;5;;;
635375;237;1;1;1;152.37727301;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;6;2;;350000;350000;;;;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
635376;237;1;1;1;219.11022359;2;;;;;;;;;;;;;;;;1;1;;1;1;1;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
635469;237;1;1;1;994.5710838;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;2;;;;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;3
635477;237;1;1;1;1331.9638727;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;2;;;;;;;;;;;;2;;;;;;;;;;2;1;;;;;;;;;;;;1;4;;4;;;
635542;237;1;1;1;779.27898415;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;2;3;;2500000;2500000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;1;1;1;4;1;;
635546;237;3;1;3;1022.7432356;1;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;2;2;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;2;;;;;;4
635564;237;1;1;1;446.323589;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;1;;;;;;;;;;1;;;;;;;;;8;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
635574;237;1;1;1;2739.7378247;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;;;;;;1;;;;;;;;;;1;;;;;;;;;12;4;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
635592;237;1;1;1;63.735830878;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;1;2;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;1;4;;1;;;
635649;237;1;1;1;88.128384876;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;4;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;1;4;;4;;3;
635670;237;1;1;1;111.76143134;2;;;;;;;;;;;;;;;;1;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;2;2;;;;;;;;;;;;2;;;;;;1;;;;;;;;;;;;;;;2;;2;;;;;;4
635681;237;1;1;1;74.281696491;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;2;;;;1;;;;;;;;;;;;;;;;;;2;;;;1;;;;;;;;;2;;;;;;6
635707;237;1;1;1;70.502707901;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;12;2;;99;99;;1;;;;;;;;;;;;;;;;;;2;;;;;;;;1;;;;;1;1;2;2;1;;
635712;237;1;1;1;83.893755551;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;7;7;;4000000;4000000;;;;;;;;;;;9;;;;;;;;;2;;;;;;;;;;;;9;1;2;2;1;1;;
635816;237;3;1;3;105.31704214;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;;;;;;;;;;;;;;1;;;;;;;;;;;3;2;2;;;;;;1;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;3
635824;237;1;1;1;95.775220864;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;3;2;;;;;;;;;1;;;;;;1;;;;;;;;;1;;;;1;;;;;;;2;;;;;;3
635881;237;2;1;2;150.81191515;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;6;1;;300000;300000;1;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;2;;;;;;3
635911;237;2;1;2;201.97822257;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;1;1;;98;98;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;7
635934;237;1;1;1;724.38760045;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;1;4;;60000;60000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;1;;;;;2;;;;;;7
635937;237;1;1;1;477.60056751;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;6;4;;99;99;;1;;;;;;;;;;;1;;;;;;;;1;1;1;1;;;;;;;;;1;2;2;4;1;;
635942;237;4;1;4;277.20618005;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;2;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;8
635996;237;1;1;1;262.9924773;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;2;;;;1;;;;;;;;;;;;;;;;;;2;;;;;;1;;;;;;;1;4;;4;;;
635997;237;1;1;1;480.66047434;1;1;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;7;2;;;;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
635997;237;2;1;2;480.66047434;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;6;1;;99;99;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
636077;237;3;1;3;48.866965608;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;5;1;;1000000;1000000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;3
636082;237;1;1;1;53.951182545;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;6;7;;50000;50000;;;1;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;2;;;;;;6
636102;237;1;1;1;60.271078482;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;2;;;1;;;;;;;;;;;;;;;;;;;2;1;;;;;1;;;;;;;2;;;;;;7
636155;237;1;1;1;43.387275243;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;8;1;;280000;280000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
636175;237;2;1;2;44.683094947;1;1;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;1;2;;;1;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;9
636178;237;1;1;1;59.16528604;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;2;2;;;;;;;;;;;;;9;;;;;;;;;2;1;1;;;;;;;1;;;;2;;;;;;11
636180;237;2;1;2;54.791889529;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;2;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;1;2;2;3;1;;
636265;237;1;1;1;59.710054559;1;1;1;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;2;;;1;;1;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;9;1;2;2;4;2;1;
636340;237;1;1;1;44.881955611;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;2;;1;;;;;;;;;;1;;;;;;;;;;;2;;;;;;6
636370;237;2;1;2;70.645794416;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;1;;;;;;;;;;;1;2;2;1;1;;
636413;237;1;1;1;540.50364803;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;10;1;;1000000;1000000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;1;4;;4;;;
636456;237;3;1;3;2946.6302931;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;1;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;1;1;1;4;1;;
636492;237;1;1;1;513.88686008;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;1;2;;;;1;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;2;;;;;;1
636927;237;2;1;2;164.43766134;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;1;;;;;;;;;;;6;2;2;;;1;1;;;;;;;;;;;1;;;;;;;;1;;1;;;;;;;;;;2;;;;;;3
636927;237;3;1;3;164.43766134;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;1;;;;;;;;;;1;;;;;;;;;;;;9;2;2;;;1;1;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;2;;;;;;4
636928;237;1;1;1;145.27032873;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;11;4;;4500000;4500000;1;1;1;;1;;;;;;;;;;;;;1;;;;;;;;1;;1;1;;;;1;2;2;1;1;;
636928;237;2;1;2;145.27032873;2;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;3;2;;;1;1;;1;;;;;;;;;1;;1;;;;;;;1;;;1;;;;;;;;2;;;;;;3
637261;237;1;1;1;1284.8227466;1;1;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;2;;;1;;1;;;;;;;;;;;;;;;;;2;;1;;;;;;;;;;;1;2;2;4;2;3;
637364;237;2;1;2;1281.9668052;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;2;7;;3000000;3000000;;;1;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;1;1;1;4;1;;
637378;237;1;1;1;948.95558333;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;2;2;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;1;2;2;2;2;4;
637386;237;1;1;1;1842.8817141;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;12;4;;20000000;20000000;1;;;1;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;1;4;;2;;1;
637387;237;1;1;1;1195.5404581;1;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;7;2;;;1;;1;1;;;;;;;;;;;;;;;;2;1;1;1;;1;;;;;;;;2;;;;;;3
637402;237;1;1;1;1434.8691514;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;2;4;;1500000;1500000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;3
637410;237;1;1;1;1095.3933485;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;7;1;;100000;100000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;7
637429;237;1;1;1;861.634732;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;4;2;;25000000;25000000;;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;1;2;2;2;1;;
637431;237;1;1;1;815.79705783;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;8;4;;250000;250000;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2;;1;2;2;4;1;;
637795;237;3;1;3;98.125075311;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;7;2;;;1;;;1;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;2;;;;;;4
637798;237;3;1;3;178.98568069;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;6;3;;3000000;3000000;1;1;1;1;;;;;;;;;;;;;;;;2;;;1;;;;;;;;;;2;;;;;;1
637809;237;1;1;1;124.3351433;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;9;7;;2500000;2500000;1;;;;;;;;;;;;;;;;;;;2;1;1;1;;;;;;;;;;2;;;;;;4
637818;237;1;1;1;83.927840948;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1;2;;;;;;;;;;;;2;;;;;;;;;;2;1;;1;;;1;;;;;;;2;;;;;;10
637838;237;1;1;1;82.0098325;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;10;1;;99;99;1;;;;;;;;;;;;;;;;;;;2;;1;1;;;;;;;;;;2;;;;;;6
637840;237;1;1;1;198.14968979;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;1;;;;;;;;;;;;;;1;;;;;;;;;;;9;1;2;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;1;4;;3;;1;
637845;237;1;1;1;63.101906496;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;10;1;;99;99;1;;;;;;;;;;;;;;;;;;;2;;;1;1;1;1;;;;;;;1;2;2;4;1;;
637904;237;1;1;1;49.705372384;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7;1;13000000;13000000;1;1;1;1;1;;;;;;;;;;;;;;;2;;;;;;;;;;;;9;1;2;2;2;1;;
637907;237;1;1;1;99.308657078;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;6;7;;1600000;1600000;;;1;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;2;;2;;;;;;1
638257;237;2;1;2;1082.5272092;1;;1;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;4;2;;;;;;;;;;;;2;;;1;;;;;;;;;;;;1;;1;;;;;;2;;;;;;4
638414;237;3;1;3;65.213756314;1;;1;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;2;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
638417;237;1;1;1;63.350137975;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;2;2;;;1;1;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;2;;;;;;1
638426;237;2;1;2;46.72319932;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;2;7;;100000;100000;;;1;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;2;;;;;;1
638433;237;4;1;4;49.735669601;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;3;2;;;;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;1
638446;237;1;1;1;65.081814644;2;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;2;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;1;;;;;;2;;;;;;6
638447;237;4;1;4;43.74959284;2;;;;;;;;;;;;;;;;1;1;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;2;;;;;;;;;;;;2;;;1;;;;;;;;;;;;;;;;;;2;;2;;;;;;6
638494;237;2;1;2;64.134447304;1;;1;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;2;;;1;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;3
638523;237;1;1;1;65.081814644;1;;1;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;1;1;70000;70000;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;2;;1;1;1;3;1;;
638524;237;1;1;1;58.855835504;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;;;;;1;;;;;;;;;;;;;;;;;2;;;;;;;;;;;2;;2;;;;;;6
638536;237;1;1;1;64.859297748;2;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1;2;;;;;;;;;;;;2;;1;;1;1;;1;;;;1;1;1;;;1;;1;;;;;1;4;;4;;;
